id_evento,data_evento,hora_evento,bairro,municipio,uf,latitude,longitude,tipo_evento,intensidade_evento,precipitacao_mm,duracao_horas,velocidade_vento_kmh,temperatura_celsius,umidade_relativa,nivel_mare_cm,area_afetada_m2,residencias_afetadas,populacao_afetada,nivel_alerta,tempo_resposta_horas,orgao_responsavel,status_atendimento,descricao_ocorrencia,custo_estimado_reais,Fluxo_agua_m2_seg,Total_acumulad0_L,Altura_cm
0311,2022-12-26,16:45,Gonzaguinha,Guarujá,SP,-23.94532,-46.263469,vento intenso,forte,166.4,2.5,87.2,33.5,51,132.9,2772,196,982,alto,16.26,Polícia Militar,em andamento,Nam reprehenderit explicabo repellat totam animi similique voluptas repudiandae eveniet ad consectetur aperiam fuga similique distinctio.,469703.48,179,70,7
0312,2025-01-03,20:17,Parque Bitaru,Mongaguá,SP,-23.894104,-46.268416,alagamento,forte,142.5,9.33,67.3,34.2,43,225.9,1582,0,876,emergência,20.83,Prefeitura,em andamento,Est repudiandae veniam eveniet esse impedit autem nisi voluptatum ratione iure.,315504.2,51,77,78
0313,2023-04-27,22:17,Japuí,Guarujá,SP,-23.906904,-46.268235,chuva forte,moderada,29,3.31,88.1,32.3,92,212.9,1480,125,236,emergência,13.51,Corpo de Bombeiros,em andamento,Dolores atque neque incidunt quidem voluptate natus aliquam quasi dolor quaerat alias voluptatibus aliquid exercitationem.,291271.14,130,78,131
0314,2023-11-13,10:23,Vila Margarida,Mongaguá,SP,-23.918162,-46.286472,inundação,moderada,9.3,6.62,39.7,38,94,78.3,4181,5,440,emergência,12.15,Prefeitura,em andamento,Illum aliquam dignissimos nostrum doloremque dolor ut.,310600.11,187,38,89
0315,2024-11-08,21:58,Japuí,São Vicente,SP,-23.88595,-46.349569,chuva forte,severa,43.4,0.61,77.9,24.5,61,13.3,4674,127,545,alto,14.51,Defesa Civil,em andamento,Iure expedita omnis inventore ab officiis minus ullam qui nisi laboriosam mollitia.,79080.57,157,139,13
0316,2024-08-14,01:44,Catiapoã,Guarujá,SP,-23.903608,-46.271241,vento intenso,moderada,60.3,10.31,109.8,33.6,77,99.5,3318,177,350,baixo,8.7,Prefeitura,pendente,Deleniti hic laudantium aspernatur deserunt facilis ex ut consectetur.,167188.36,76,5,123
0317,2023-08-17,14:08,Vila Margarida,Praia Grande,SP,-23.946505,-46.319342,alagamento,leve,175.7,9.9,8.3,27.1,83,50.6,2086,26,972,emergência,8.64,Polícia Militar,pendente,Saepe tempore nisi ipsa eaque placeat non laborum odio laborum accusantium fugit quae quod.,194914.07,105,62,3
0318,2023-06-03,07:14,Embaré,São Vicente,SP,-23.850278,-46.299595,chuva forte,moderada,150,4.14,111.4,17.7,44,10.6,1117,94,118,alto,20.41,Corpo de Bombeiros,concluído,Earum quam a cum ipsam quae quasi adipisci exercitationem earum magni.,331901.41,174,146,9
0319,2025-04-21,23:13,Vila Margarida,Praia Grande,SP,-23.945262,-46.337366,granizo,moderada,20.4,9.64,100.8,24.7,83,198.2,20,6,350,alto,14.12,Prefeitura,concluído,Ea atque eligendi numquam ipsa culpa praesentium totam corrupti saepe molestias doloremque.,23147.28,171,124,2
0320,2023-08-11,14:50,Catiapoã,Praia Grande,SP,-23.857069,-46.313749,vento intenso,severa,21,7.06,90.2,18.4,95,167,3298,58,720,baixo,14.39,Polícia Militar,pendente,Asperiores porro corporis molestiae iusto a eos est maiores maiores nisi.,242794.78,36,1,148
0321,2023-07-29,08:42,Itararé,Guarujá,SP,-23.911483,-46.256261,chuva forte,severa,17.4,8.45,80.1,28.6,65,138.9,402,29,720,alto,18.99,Defesa Civil,pendente,Corporis vel doloremque dicta minima a ipsa amet cupiditate accusamus dolorum quod accusamus.,289387.19,81,97,30
0322,2023-11-14,01:43,Itararé,São Vicente,SP,-23.905488,-46.332885,alagamento,leve,144.9,5.92,94.1,28.6,63,106.6,1194,1,636,baixo,12.55,Polícia Militar,pendente,Iusto ad quod recusandae eveniet in veniam beatae sunt nostrum minima.,406969.68,5,8,193
0323,2024-04-08,21:56,Itararé,Guarujá,SP,-23.857874,-46.281262,chuva forte,leve,179.8,5.71,101,24.5,76,214.5,3147,141,216,moderado,6.79,Defesa Civil,em andamento,Fugiat similique molestiae ratione a sed iure ipsum corrupti harum.,117196.08,113,170,100
0324,2023-07-18,17:43,Centro,Santos,SP,-23.862949,-46.309502,chuva forte,forte,91,9.38,69.1,25.8,58,108.1,3815,112,617,emergência,4.89,Prefeitura,em andamento,Id fugiat deserunt suscipit mollitia error accusantium sunt culpa consequatur excepturi odio doloremque harum.,157917.07,173,109,132
0325,2022-12-16,22:52,Parque Bitaru,Santos,SP,-23.911604,-46.343616,chuva forte,moderada,113.4,11.62,13.6,25.2,77,14.1,2157,128,341,baixo,18.86,Defesa Civil,pendente,Quidem autem nihil corrupti occaecati libero eligendi possimus in.,490710.83,2,182,94
0326,2025-05-16,17:07,Catiapoã,São Vicente,SP,-23.90686,-46.266879,vento intenso,forte,32.1,0.93,45.2,28.7,67,145,409,193,394,emergência,12.06,Prefeitura,em andamento,Reprehenderit nisi iusto corrupti deleniti quisquam expedita nesciunt et reprehenderit facere rem ea saepe quidem eius.,357162.94,61,96,17
0327,2024-09-08,01:25,Catiapoã,Praia Grande,SP,-23.919087,-46.348771,chuva forte,forte,82.9,10.28,104.2,20.5,62,0.8,4482,67,422,alto,22.84,Corpo de Bombeiros,concluído,Sapiente eaque sapiente cum voluptate accusantium velit illo saepe sequi enim rem aliquam facilis eum.,113826.87,29,66,106
0328,2024-11-27,20:05,Itararé,Santos,SP,-23.889679,-46.270759,inundação,leve,103,0.83,103.5,29,80,198.8,2437,111,372,alto,9.72,Defesa Civil,em andamento,Numquam ea dolores recusandae eaque quisquam ratione eligendi dolore autem consectetur molestias earum iure iusto.,493250.58,114,152,173
0329,2023-07-14,11:26,Vila Margarida,Mongaguá,SP,-23.908978,-46.271625,inundação,moderada,150.7,9.24,57.9,31.4,100,7.5,2185,41,491,alto,21.39,Polícia Militar,concluído,Libero dolore eos quis quidem voluptatibus consequuntur eaque voluptate itaque dicta reiciendis.,485047.04,48,107,158
0330,2023-05-15,06:40,Aparecida,São Vicente,SP,-23.94198,-46.305914,maré alta,severa,189.5,4.46,28.1,34.5,88,13.2,1390,95,39,moderado,4.31,Prefeitura,concluído,Et in eligendi voluptatum fuga ipsum accusamus aspernatur.,495474.17,129,57,136
0331,2025-08-15,19:21,Vila Margarida,Santos,SP,-23.872821,-46.327846,maré alta,forte,148.4,3.94,76.8,29.4,81,3.2,3019,22,990,baixo,15.52,Corpo de Bombeiros,em andamento,Incidunt asperiores perferendis enim ipsam numquam accusantium libero alias omnis itaque exercitationem.,487440.03,168,183,185
0332,2024-05-08,18:35,Gonzaguinha,São Vicente,SP,-23.946981,-46.259444,maré alta,severa,140.3,10.45,14.9,29.4,72,70.5,2968,47,389,baixo,9.12,Defesa Civil,em andamento,Provident illo ipsum veniam enim quasi molestias accusantium atque impedit beatae blanditiis autem libero.,360226.26,171,30,9
0333,2024-06-07,09:48,Itararé,São Vicente,SP,-23.920703,-46.305454,chuva forte,leve,30.4,0.25,18.7,19,80,240.2,3934,29,425,moderado,21.57,Prefeitura,pendente,Commodi ut delectus quisquam beatae aperiam quisquam reprehenderit deserunt ratione repellat necessitatibus repellendus hic amet repellat.,171911.45,174,71,24
0334,2023-07-29,07:45,Catiapoã,Praia Grande,SP,-23.940523,-46.335859,inundação,moderada,136.7,2.4,75.2,35.5,42,111.7,4680,123,192,moderado,3.21,Polícia Militar,concluído,Exercitationem voluptatem possimus accusantium magnam dolorum aut quas assumenda nobis autem odit exercitationem.,223566.86,97,114,127
0335,2025-07-01,00:03,Japuí,Praia Grande,SP,-23.898708,-46.297504,alagamento,severa,95.3,5.14,93.4,32.6,44,158.8,4490,140,530,emergência,15.08,Prefeitura,concluído,Aut sapiente iure beatae explicabo quia similique et possimus.,355585.21,127,50,39
0336,2024-03-16,04:06,Itararé,Santos,SP,-23.931663,-46.271268,inundação,leve,125.9,4.18,88.9,27.5,44,191.5,4368,107,870,alto,6.31,Polícia Militar,em andamento,Explicabo quibusdam cum cumque esse sint eligendi saepe eum tempore numquam reiciendis similique similique.,63027.81,156,32,154
0337,2025-10-28,06:56,Aparecida,São Vicente,SP,-23.850762,-46.348234,inundação,forte,171.7,2.68,12.8,36.5,45,188.3,3147,36,966,baixo,16.18,Corpo de Bombeiros,concluído,Nam minima assumenda ex magni harum assumenda veniam iusto nisi odio officiis dolor quibusdam debitis.,577.21,153,10,3
0338,2024-11-30,11:09,Aparecida,Santos,SP,-23.923386,-46.250538,chuva forte,moderada,75.6,7.87,101.4,21.4,47,208.6,2553,174,91,emergência,0.86,Defesa Civil,concluído,Quia ex quasi dolor perspiciatis deleniti asperiores.,385106.58,89,131,74
0339,2025-04-17,05:42,Catiapoã,Praia Grande,SP,-23.930468,-46.336573,inundação,moderada,117.9,9.94,51.4,27.3,92,239,4024,65,624,alto,14.51,Polícia Militar,concluído,Vero libero neque nesciunt ratione necessitatibus perferendis quisquam quam magnam dolorum impedit iste voluptatem.,420227.03,93,34,97
0340,2025-05-16,00:48,Parque Bitaru,Santos,SP,-23.851437,-46.297269,chuva forte,moderada,153.3,10.28,3.1,19.5,41,71.6,3894,40,461,alto,11.59,Polícia Militar,em andamento,At quod debitis optio sapiente eius voluptate ipsam possimus officia doloribus.,257733.42,49,52,118
0341,2025-03-16,16:36,Vila Margarida,Guarujá,SP,-23.881067,-46.260256,granizo,severa,131.5,9.75,91.3,23.7,40,192.9,4557,49,69,emergência,9.5,Defesa Civil,em andamento,Id voluptatibus cum exercitationem laborum vero velit aspernatur deserunt error impedit sunt ullam hic quod.,145664.55,63,172,125
0342,2025-05-12,23:45,Catiapoã,Praia Grande,SP,-23.938303,-46.263677,inundação,leve,25.3,9.46,66,36.4,95,48.6,3008,26,142,alto,4.93,Prefeitura,em andamento,Vero architecto optio id sed suscipit totam.,304853.17,126,6,96
0343,2024-09-13,12:05,Itararé,São Vicente,SP,-23.913507,-46.332937,granizo,severa,134.6,3.74,43.9,25.8,75,108,3973,157,794,alto,14.98,Defesa Civil,pendente,Est at est cupiditate ducimus odio officiis aliquid cum iste.,224031.09,90,45,84
0344,2023-10-12,14:20,Japuí,Santos,SP,-23.913466,-46.2953,maré alta,forte,30.6,10.94,30.6,34.4,99,243.9,1905,101,461,baixo,21.92,Defesa Civil,pendente,Eveniet architecto quaerat magnam quaerat optio quis.,42066.17,142,170,32
0345,2025-07-02,01:11,Embaré,São Vicente,SP,-23.855026,-46.272778,maré alta,leve,61.3,8.29,17.9,22.6,69,196.6,2633,139,793,emergência,21.88,Prefeitura,concluído,Nesciunt a veniam explicabo corporis labore ipsam corporis eligendi aperiam.,298226.45,4,53,30
0346,2022-11-21,13:10,Centro,Guarujá,SP,-23.931231,-46.316273,inundação,moderada,109.6,10.72,68.7,26.2,59,179.9,202,126,892,moderado,3.77,Polícia Militar,em andamento,Tempora enim cum illum delectus libero est.,308170.46,170,103,42
0347,2024-04-12,18:59,Aparecida,São Vicente,SP,-23.931243,-46.292517,vento intenso,leve,15,4.64,95.7,21.1,66,189,869,152,983,moderado,21.42,Prefeitura,concluído,Nihil nesciunt recusandae nisi deleniti ex tempora eum.,166395.32,167,99,25
0348,2023-01-29,19:20,Itararé,Mongaguá,SP,-23.874597,-46.346254,vento intenso,severa,153.8,8.83,74.1,25.3,47,232.1,0,145,836,baixo,1.73,Polícia Militar,pendente,Iste laborum hic occaecati voluptatum saepe unde labore omnis repellendus veniam tempora.,215003.44,128,185,195
0349,2025-05-08,21:05,Itararé,Praia Grande,SP,-23.928591,-46.260892,inundação,severa,192.9,0.13,1.9,15.4,77,126.7,605,200,338,moderado,21.78,Defesa Civil,pendente,Odio sint blanditiis suscipit aspernatur quis minima id distinctio nesciunt autem omnis.,477248.11,135,197,96
0350,2023-04-06,21:01,Aparecida,Praia Grande,SP,-23.911359,-46.296458,maré alta,severa,48.2,10.94,68.4,32,77,218.6,1276,1,732,emergência,2.7,Corpo de Bombeiros,pendente,Aperiam molestias minus laudantium inventore quos iure quibusdam alias recusandae reprehenderit delectus error.,201340.8,94,115,99
0351,2024-04-01,05:19,Centro,Guarujá,SP,-23.881359,-46.265297,alagamento,severa,134.9,11.9,52.8,32.1,65,65.7,3231,37,552,baixo,23.08,Corpo de Bombeiros,concluído,Nobis ut veritatis tempora quasi quis deleniti sapiente aliquam temporibus incidunt ipsa nesciunt consequuntur.,305445.05,128,2,76
0352,2022-12-30,05:29,Parque Bitaru,Guarujá,SP,-23.89709,-46.339244,granizo,moderada,190.8,10.26,64.6,31.9,92,184.9,4217,36,849,moderado,8.4,Polícia Militar,pendente,Placeat magnam cum tempora veniam dicta nihil aperiam molestiae.,85409.88,51,191,64
0353,2023-03-25,06:20,Gonzaguinha,Santos,SP,-23.861317,-46.306664,alagamento,severa,165.4,9.34,43.6,24.8,43,121.4,1499,169,790,moderado,14.37,Corpo de Bombeiros,em andamento,Omnis optio dolores dolores quod accusamus quisquam modi sed deleniti.,276904.85,140,38,53
0354,2023-09-04,21:31,Gonzaguinha,Santos,SP,-23.850497,-46.28569,alagamento,forte,41.1,3.65,107.7,33,85,104.3,3997,69,747,baixo,3.96,Defesa Civil,em andamento,Expedita magnam est tempore incidunt fugit totam fuga.,1844.24,11,191,22
0355,2023-01-14,13:48,Aparecida,Santos,SP,-23.938762,-46.290571,chuva forte,forte,135.9,1.16,70.5,17.4,57,28.7,673,87,425,moderado,12.52,Polícia Militar,em andamento,Veritatis error exercitationem at eum sint aut officia ad.,404363.27,113,179,169
0356,2024-03-02,12:29,Embaré,Praia Grande,SP,-23.944341,-46.290252,chuva forte,severa,177.6,1.58,59.1,23.5,78,19.3,4026,149,573,alto,6.33,Defesa Civil,em andamento,Magnam accusantium nemo quidem quis quas repellat hic debitis velit.,372634.46,13,103,16
0357,2022-11-09,11:17,Japuí,Praia Grande,SP,-23.883879,-46.279323,vento intenso,leve,54.3,4.71,67.3,25,93,141,1662,17,308,baixo,10.58,Polícia Militar,concluído,Recusandae unde officia eum fuga vel neque voluptates placeat sed neque a et.,189509.72,95,36,85
0358,2025-07-30,02:35,Gonzaguinha,Santos,SP,-23.91441,-46.346881,maré alta,leve,48.5,9.82,20.9,33.3,72,217.4,212,182,244,alto,16.44,Corpo de Bombeiros,concluído,At repellat amet et placeat eveniet esse natus autem hic vitae incidunt quas odit.,396973.78,106,18,8
0359,2025-07-28,12:42,Aparecida,Guarujá,SP,-23.851334,-46.264642,granizo,leve,55.3,6.15,118.5,25.6,49,34.1,3479,51,193,moderado,12.22,Corpo de Bombeiros,em andamento,Facere itaque unde aperiam eligendi quisquam temporibus aperiam inventore in enim asperiores dolorum earum beatae.,295799.87,22,152,55
0360,2024-09-22,22:51,Japuí,Guarujá,SP,-23.903352,-46.337359,inundação,severa,166.5,5.86,107.8,35.5,51,216.8,3675,161,738,moderado,17.2,Corpo de Bombeiros,em andamento,Est illo dolorum labore reprehenderit nesciunt aperiam adipisci asperiores.,398378.21,40,82,180
0361,2024-12-06,06:11,Embaré,Praia Grande,SP,-23.913255,-46.26584,inundação,leve,186.7,3.37,7.8,19.6,61,120.1,4999,15,749,moderado,18.05,Prefeitura,em andamento,Numquam reiciendis praesentium sequi id blanditiis ipsum mollitia.,296122.07,115,125,157
0362,2025-04-20,00:09,Catiapoã,Praia Grande,SP,-23.893389,-46.319892,inundação,forte,54.7,11.64,115.4,33.4,68,171.6,156,107,80,moderado,20.85,Defesa Civil,em andamento,Ipsam optio repudiandae commodi cumque nobis quaerat quis possimus occaecati quidem nisi nulla at doloremque.,262142.61,119,132,69
0363,2024-04-15,14:04,Japuí,Praia Grande,SP,-23.8643,-46.308451,vento intenso,severa,21.8,6.95,45.4,20.4,41,144.4,4552,178,205,moderado,2.05,Defesa Civil,concluído,Dicta accusamus magnam fugit nesciunt neque numquam iusto quaerat ducimus.,28641.94,73,176,124
0364,2023-07-29,13:16,Vila Margarida,São Vicente,SP,-23.85975,-46.344573,chuva forte,forte,163.6,4.69,79.7,17.7,55,103.4,2738,151,21,alto,19.66,Polícia Militar,concluído,Eaque sequi itaque optio sed totam tempora quaerat esse aliquam sed necessitatibus aliquam rem nobis.,434333.22,129,108,196
0365,2025-09-21,23:24,Centro,Mongaguá,SP,-23.943008,-46.329632,alagamento,moderada,196.3,8.04,76.3,34.8,65,59,3222,135,373,emergência,19.46,Defesa Civil,concluído,Sint doloremque laudantium officiis laudantium omnis eveniet enim ullam quas assumenda nam.,418552.85,72,36,165
0366,2023-10-31,21:58,Parque Bitaru,São Vicente,SP,-23.938583,-46.286074,inundação,moderada,0.7,7.06,85.5,17,61,13.7,1933,73,237,baixo,8.93,Polícia Militar,em andamento,Corrupti dolorum magni doloremque illo saepe nobis placeat tempora.,431877.79,10,47,162
0367,2024-10-07,11:31,Embaré,Santos,SP,-23.863157,-46.325684,granizo,moderada,93.4,2.72,6.2,25,51,132.9,348,38,801,emergência,22.1,Defesa Civil,em andamento,Dolorem id quia rerum ullam eum impedit omnis sint pariatur nisi ipsum.,313839.92,25,23,117
0368,2023-05-15,04:01,Catiapoã,Praia Grande,SP,-23.898535,-46.250842,alagamento,forte,118.4,0.96,51.3,26.2,77,72.4,1778,77,124,emergência,10.22,Defesa Civil,em andamento,Rerum animi fugiat quisquam quisquam a quae ad quidem eum quidem ad at.,12144.54,126,10,142
0369,2025-02-08,10:46,Japuí,Mongaguá,SP,-23.918496,-46.26186,vento intenso,leve,133.6,7.31,52.2,26.4,90,2.1,3089,58,771,emergência,4.45,Corpo de Bombeiros,em andamento,Illo impedit consequatur quisquam similique doloremque velit aliquam deleniti facilis id.,248763.58,185,172,145
0370,2024-01-09,06:37,Embaré,Mongaguá,SP,-23.917784,-46.2533,alagamento,forte,0.5,10.28,97.3,18.2,75,26.1,2637,85,232,baixo,23.38,Corpo de Bombeiros,concluído,Repellat sequi dolorum optio ad dignissimos eos quidem voluptates sapiente nesciunt debitis minus dolorem.,310745.14,186,92,168
0371,2023-01-05,22:23,Catiapoã,Praia Grande,SP,-23.888689,-46.328201,vento intenso,leve,142.5,5.36,39.2,25.5,55,161.5,246,39,476,alto,11.66,Prefeitura,pendente,Maiores quo saepe aliquam possimus repellat amet.,121103.63,132,128,72
0372,2024-12-24,19:30,Itararé,São Vicente,SP,-23.873441,-46.273122,chuva forte,moderada,114.5,4.6,16.7,35.7,45,163.5,1131,98,156,emergência,2.09,Polícia Militar,concluído,Quidem neque distinctio nostrum tenetur voluptas libero deleniti saepe.,451612.27,180,157,106
0373,2023-05-26,07:44,Centro,Guarujá,SP,-23.855366,-46.317162,vento intenso,severa,59.6,5.8,102,34.3,85,1.2,1128,153,303,moderado,9,Defesa Civil,pendente,Quasi natus tenetur officia reiciendis est ab commodi.,419794.16,155,90,163
0374,2024-02-19,09:11,Itararé,Mongaguá,SP,-23.906546,-46.349375,granizo,forte,12.1,2.17,8.8,17.7,46,167.4,3884,71,589,baixo,17.7,Polícia Militar,concluído,Officia adipisci aperiam porro facilis placeat velit nam.,216341.2,48,167,96
0375,2024-05-09,12:53,Japuí,Santos,SP,-23.873766,-46.328633,alagamento,severa,36.8,8.32,52.6,34.3,87,142.7,4335,4,969,baixo,20.96,Polícia Militar,em andamento,Voluptatum laborum vitae maiores eligendi nemo laboriosam explicabo.,280339.03,23,51,97
0376,2024-08-24,04:51,Parque Bitaru,Santos,SP,-23.930683,-46.314383,vento intenso,moderada,193.2,1.1,30.3,21.7,94,180.2,1982,196,308,baixo,14.45,Polícia Militar,em andamento,Exercitationem saepe tempore cupiditate nostrum voluptate placeat iste unde autem deserunt quis ipsam.,361206.59,44,96,25
0377,2025-03-30,16:01,Embaré,Mongaguá,SP,-23.947591,-46.296939,alagamento,severa,175.8,6.58,80,28.7,59,124.4,1464,62,43,baixo,11.82,Prefeitura,em andamento,Aspernatur labore asperiores provident ea voluptatem incidunt placeat aliquid exercitationem adipisci neque.,435706.05,40,55,139
0378,2025-03-18,05:23,Itararé,Mongaguá,SP,-23.917377,-46.299697,alagamento,forte,47.9,2.8,78.6,23.5,94,61.5,1121,91,275,moderado,14.84,Defesa Civil,concluído,Ipsa pariatur at repellat provident hic architecto vitae.,426439.67,13,20,2
0379,2023-08-31,07:57,Catiapoã,São Vicente,SP,-23.929123,-46.299849,granizo,forte,21.5,6.76,112.8,28.8,78,2.8,1833,27,856,baixo,18.05,Defesa Civil,pendente,Corporis aut quisquam quis incidunt voluptatibus neque quasi sint dignissimos itaque modi ducimus sequi neque pariatur.,126551.14,38,167,113
0380,2023-02-11,12:46,Vila Margarida,São Vicente,SP,-23.926269,-46.287527,vento intenso,forte,75.1,6.71,88.6,32.8,46,139.3,1588,158,602,moderado,15.57,Defesa Civil,concluído,Illum numquam deleniti quam aliquam possimus ipsum nesciunt tempore consectetur doloribus debitis alias consequuntur distinctio.,173577.24,198,102,39
0381,2025-03-15,19:19,Japuí,Guarujá,SP,-23.877454,-46.3158,vento intenso,forte,31.7,2.21,91.8,24.6,98,183.9,4120,164,753,alto,1.88,Polícia Militar,pendente,Quidem consequatur repudiandae eos consequatur ratione repellat aspernatur culpa exercitationem ipsam vitae beatae.,298669.98,111,142,104
0382,2024-07-09,17:26,Japuí,Praia Grande,SP,-23.867745,-46.285109,alagamento,forte,63.4,6.19,62.3,31.1,46,5.4,2721,130,269,moderado,1.35,Corpo de Bombeiros,em andamento,Eum dolore architecto commodi vel necessitatibus distinctio.,4478.46,70,83,44
0383,2025-08-29,23:03,Itararé,Santos,SP,-23.912798,-46.328429,alagamento,forte,92.1,2.45,6.3,21.7,45,134,621,30,160,alto,14.64,Corpo de Bombeiros,pendente,Perspiciatis quasi magnam dolor quos illo asperiores aliquid eaque fuga minus sunt.,182185.52,21,40,155
